Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344892	TPM_SRR6344893	TPM_SRR6344900	Mmean	log_2
chr1	EviAnn	gene	383632465	383798641	.	+	.	LOC_00002886	geneID=LOC_00002886	protein_coding	Glp1r:_Glucagon-like_peptide_1_receptor_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	383799627	383816125	.	-	.	LOC_00002888	geneID=LOC_00002888	protein_coding	SAYSD1:_SAYSvFN_domain-containing_protein_1_(Homo_sapiens)	chr1	9721	9.7372075276	4.6908394042	6.9383244625	7.1221237981	2.8323075131
chr1	EviAnn	gene	383804073	383816125	.	-	.	LOC_00002887	geneID=LOC_00002887	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	383943651	383998186	.	-	.	LOC_00002889	geneID=LOC_00002889	protein_coding	KCNK5:_Potassium_channel_subfamily_K_member_5_(Homo_sapiens)	chr1	8181	9.7002264834	9.4755414671	9.9942341631	9.7233340379	3.2814510849
chr1	EviAnn	gene	384162315	384213317	.	-	.	LOC_00002890	geneID=LOC_00002890	protein_coding	KCNK17:_Potassium_channel_subfamily_K_member_17_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	384225424	384240164	.	-	.	LOC_00002891	geneID=LOC_00002891	protein_coding	Kcnk16:_Potassium_channel,_subfamily_K,_member_16_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	384261624	384532375	.	-	.	LOC_00002892	geneID=LOC_00002892	protein_coding	KIF6:_Kinesin-like_protein_KIF6_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	384534084	384541659	.	+	.	LOC_00002893	geneID=LOC_00002893	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	384691904	384863729	.	+	.	LOC_00002894	geneID=LOC_00002894	protein_coding	Daam2:_Disheveled-associated_activator_of_morphogenesis_2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	384831783	384837418	.	+	.	XLOC_001393U_lncRNA	geneID=XLOC_001393U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	384884456	384938445	.	-	.	LOC_00002895	geneID=LOC_00002895	protein_coding	MOCS1:_Molybdenum_cofactor_biosynthesis_protein_1_(Homo_sapiens)	chr1	8317	50.2084005788	41.5242693355	56.1713167833	49.3013288992	5.6235546293
chr1	EviAnn	gene	384938482	385020846	.	+	.	LOC_00002897	geneID=LOC_00002897	protein_coding	function_unknown	chr1	1682	1.9895379497	0.5707447256	1.3093732359	1.2898853037	0.3672427873
chr1	EviAnn	gene	384997411	384997503	.	-	.	LOC_00002896	geneID=LOC_00002896	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	385800014	385939277	.	-	.	LOC_00002898	geneID=LOC_00002898	protein_coding	Lrfn2:_Leucine-rich_repeat_and_fibronectin_type-III_domain-containing_protein_2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	387429320	387458600	.	-	.	LOC_00002899	geneID=LOC_00002899	protein_coding	Supt7l:_STAGA_complex_65_subunit_gamma_(Mus_musculus)	chr1	6701	15.7307400674	12.2130087405	15.6114571982	14.518402002	3.8598107637
chr1	EviAnn	gene	387438841	387454382	.	-	.	LOC_00002900	geneID=LOC_00002900	protein_coding	function_unknown	chr1	7720	5.7280211309	3.8859805229	4.0295876532	4.5478631023	2.1851888275
chr1	EviAnn	gene	387457997	387517165	.	+	.	LOC_00002901	geneID=LOC_00002901	protein_coding	SLC4A1AP:_Kanadaptin_(Homo_sapiens)	chr1	28104	65.0644078647	33.8682284034	48.0278582822	48.9868315167	5.6143220756
chr1	EviAnn	gene	387558956	387635161	.	-	.	LOC_00002902	geneID=LOC_00002902	protein_coding	function_unknown	chr1	5184	36.149413303	51.5736780491	28.4642182582	38.7291032034	5.2753461901
chr1	EviAnn	gene	387720618	387731330	.	+	.	XLOC_001398U_lncRNA	geneID=XLOC_001398U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	387739187	387753108	.	+	.	LOC_00002903	geneID=LOC_00002903	protein_coding	MRPL33:_Large_ribosomal_subunit_protein_bL33m_(Homo_sapiens)	chr1	5277	19.5680178565	25.5143009535	20.1372274062	21.7398487387	4.4422699973
chr1	EviAnn	gene	387749013	387832738	.	-	.	LOC_00002904	geneID=LOC_00002904	protein_coding	RBKS:_Ribokinase_(Homo_sapiens)	chr1	1396	13.1842518432	11.1746992918	8.8741457941	11.0776989764	3.4695863355
chr1	EviAnn	gene	387832762	388041466	.	+	.	LOC_00002905	geneID=LOC_00002905	protein_coding	BABAM2:_BRISC_and_BRCA1-A_complex_member_2_(Gallus_gallus)	chr1	23567	64.090585177	34.9299307864	48.0689905186	49.029835494	5.615588016
chr1	EviAnn	gene	388119837	388150701	.	+	.	LOC_00002906	geneID=LOC_00002906	protein_coding	FOSL2:_Fos-related_antigen_2_(Gallus_gallus)	chr1	9044	13.7962206833	14.1971488332	9.3145169387	12.4359621517	3.6364462259
chr1	EviAnn	gene	388195912	388369053	.	+	.	LOC_00002907	geneID=LOC_00002907	protein_coding	PLB1:_Phospholipase_B1,_membrane-associated_(Monodelphis_domestica)	chr1	7079	14.9920575664	15.6631089955	7.3111450624	12.6554372081	3.6616854441
chr1	EviAnn	gene	388250703	388250777	.	+	.	LOC_00002908	geneID=LOC_00002908	protein_coding	function_unknown	chr1	75	6.3741006314	0	0	2.1247002105	1.0872592952
chr1	EviAnn	gene	388457369	388511150	.	+	.	LOC_00002909	geneID=LOC_00002909	protein_coding	Ppp1cb:_Serine/threonine-protein_phosphatase_PP1-beta_catalytic_subunit_(Rattus_norvegicus)	chr1	17093	96.1680732801	114.0107082215	97.9230091244	102.7005968754	6.6823007561
chr1	EviAnn	gene	388515852	388528009	.	+	.	LOC_00002910	geneID=LOC_00002910	protein_coding	SPDYA:_Speedy_protein_A_(Homo_sapiens)	chr1	2059	2.670064009	5.2452244145	3.2088865219	3.7080583151	1.8906639328
chr1	EviAnn	gene	388523136	388546800	.	-	.	LOC_00002911	geneID=LOC_00002911	protein_coding	TRMT61B:_tRNA_(adenine(58)-N(1))-methyltransferase,_mitochondrial_(Homo_sapiens)	chr1	6335	26.8270652067	19.7378121307	24.639727681	23.7348683395	4.5689361419
chr1	EviAnn	gene	388536360	388540182	.	-	.	XLOC_003000U_lncRNA	geneID=XLOC_003000U_lncRNA	lncRNA	function_unknown	chr1	3030	5.8376664198	4.6732314418	7.9953873305	6.1687617307	2.624980923
chr1	EviAnn	gene	388546148	388593192	.	+	.	LOC_00002912	geneID=LOC_00002912	protein_coding	WDR43:_WD_repeat-containing_protein_43_(Homo_sapiens)	chr1	20717	47.2819382405	31.1741584568	35.8255185992	38.0938717655	5.2514870221
chr1	EviAnn	gene	388608808	388729877	.	+	.	LOC_00002913	geneID=LOC_00002913	protein_coding	Togaram2:_TOG_array_regulator_of_axonemal_microtubules_protein_2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	388761702	388777318	.	-	.	LOC_00002914	geneID=LOC_00002914	protein_coding	PCARE:_Photoreceptor_cilium_actin_regulator_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	388794974	388840551	.	+	.	LOC_00002915	geneID=LOC_00002915	protein_coding	CLIP4:_CAP-Gly_domain-containing_linker_protein_4_(Homo_sapiens)	chr1	2344	0.9177725952	2.969260476	0.469787923	1.4522736647	0.5383133387
chr1	EviAnn	gene	388848956	389457653	.	-	.	LOC_00002916	geneID=LOC_00002916	protein_coding	ALK:_ALK_tyrosine_kinase_receptor_(Canis_lupus_familiaris)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	389872121	389894109	.	-	.	LOC_00002917	geneID=LOC_00002917	protein_coding	ANKRD9:_Ankyrin_repeat_domain-containing_protein_9_(Homo_sapiens)	chr1	21581	34.0915882201	12.0327142384	16.8767082776	21.000336912	4.3923405684
chr1	EviAnn	gene	389904634	389924287	.	-	.	LOC_00002920	geneID=LOC_00002920	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	389904634	389924300	.	-	.	LOC_00002919	geneID=LOC_00002919	protein_coding	YPEL5:_Protein_yippee-like_5_(Pongo_abelii)	chr1	18064	3.0037384646	1.1824532762	2.5603233747	2.2488383718	1.1691799757
chr1	EviAnn	gene	389904726	389924300	.	-	.	LOC_00002918	geneID=LOC_00002918	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	389993299	390017903	.	+	.	LOC_00002921	geneID=LOC_00002921	protein_coding	LBH:_Protein_LBH_(Bos_taurus)	chr1	3055	25.2721092955	21.2895255559	22.3480652269	22.9699000261	4.5216726725
chr1	EviAnn	gene	390137082	390137234	.	-	.	LOC_00002922	geneID=LOC_00002922	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	390242846	390397616	.	+	.	LOC_00002923	geneID=LOC_00002923	protein_coding	LCLAT1:_Lysocardiolipin_acyltransferase_1_(Gallus_gallus)	chr1	48528	34.5529765773	22.1808385794	27.9051199458	28.2129783675	4.8182870702
chr1	EviAnn	gene	390687785	391097202	.	-	.	LOC_00002924	geneID=LOC_00002924	protein_coding	GALNT14:_Polypeptide_N-acetylgalactosaminyltransferase_14_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	391154289	391154354	.	-	.	LOC_00002925	geneID=LOC_00002925	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	391255119	391277661	.	-	.	LOC_00002927	geneID=LOC_00002927	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	391261298	391297308	.	+	.	LOC_00002926	geneID=LOC_00002926	protein_coding	EHD3:_EH_domain-containing_protein_3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	391305585	391310654	.	+	.	LOC_00002928	geneID=LOC_00002928	protein_coding	CHST9:_Carbohydrate_sulfotransferase_9_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	391311421	391392978	.	-	.	LOC_00002929	geneID=LOC_00002929	protein_coding	XDH:_Xanthine_dehydrogenase/oxidase_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	391496501	391767619	.	+	.	LOC_00002930	geneID=LOC_00002930	protein_coding	Cdc42bpa:_Serine/threonine-protein_kinase_MRCK_alpha_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	391774508	391860690	.	-	.	LOC_00002931	geneID=LOC_00002931	protein_coding	COQ8A:_Atypical_kinase_COQ8A,_mitochondrial_(Bos_taurus)	chr1	5882	83.9567232943	69.4452334886	79.1908131711	77.530923318	6.276699941
chr1	EviAnn	gene	391898982	391946775	.	-	.	LOC_00002932	geneID=LOC_00002932	protein_coding	PSEN2:_Presenilin-2_(Gallus_gallus)	chr1	4830	83.1404430181	64.1982647971	82.3037316364	76.5474798172	6.2582829754
chr1	EviAnn	gene	391990449	392106929	.	+	.	LOC_00002933	geneID=LOC_00002933	protein_coding	ITPKB:_Inositol-trisphosphate_3-kinase_B_(Homo_sapiens)	chr1	7402	14.4347286995	11.8993952519	9.0748657629	11.8029965714	3.5610812757
chr1	EviAnn	gene	392147436	392234936	.	-	.	LOC_00002934	geneID=LOC_00002934	protein_coding	si:dkeyp-59a8.4:_Protein_stum_homolog_(Danio_rerio)	chr1	2914	3.281108767	2.9649738008	1.0392082881	2.4284302853	1.2800240705000001
chr1	EviAnn	gene	392388874	392467148	.	+	.	LOC_00002935	geneID=LOC_00002935	protein_coding	PARP1:_Poly_[ADP-ribose]_polymerase_1_(Gallus_gallus)	chr1	9676	56.6692855328	38.4701469262	46.5180350216	47.2191558269	5.5613003445
chr1	EviAnn	gene	392473353	392512109	.	+	.	LOC_00002936	geneID=LOC_00002936	protein_coding	LIN9:_Protein_lin-9_homolog_(Homo_sapiens)	chr1	5101	19.5402859485	16.0437897609	19.428829686	18.3376351318	4.1967356922
chr1	EviAnn	gene	392474185	392495778	.	+	.	LOC_00002937	geneID=LOC_00002937	protein_coding	function_unknown	chr1	3587	5.9307390179	4.0813737337	4.835135361	4.9490827042	2.3071611513
chr1	EviAnn	gene	392515706	392527011	.	+	.	XLOC_001412U_lncRNA	geneID=XLOC_001412U_lncRNA	lncRNA	function_unknown	chr1	1924	4.0997658687	2.6195225047	2.0031913306	2.9074932346	1.5397758347
chr1	EviAnn	gene	392558612	392561331	.	-	.	XLOC_003016U_lncRNA	geneID=XLOC_003016U_lncRNA	lncRNA	function_unknown	chr1	1051	11.5989224144	5.4804526835	11.2632883756	9.4475544912	3.2399409346
chr1	EviAnn	gene	392565619	392565687	.	+	.	LOC_00002938	geneID=LOC_00002938	protein_coding	function_unknown	chr1	69	6.9283702515	0	0	2.3094567505	1.2075535289
chr1	EviAnn	gene	392569815	392571877	.	+	.	XLOC_001414U_lncRNA	geneID=XLOC_001414U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	392590117	392598130	.	+	.	XLOC_001415U_lncRNA	geneID=XLOC_001415U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	392605106	392638381	.	+	.	LOC_00002939	geneID=LOC_00002939	protein_coding	ACBD3:_Golgi_resident_protein_GCP60_(Homo_sapiens)	chr1	19049	27.8065915517	21.1789018888	24.0769948175	24.3541627527	4.606096482
chr1	EviAnn	gene	392671414	392678039	.	-	.	LOC_00002940	geneID=LOC_00002940	protein_coding	TGas113e22.1:_Histone_H3.3_(Xenopus_tropicalis)	chr1	3078	375.4724238884	362.8042316355	335.0415132612	357.7727229284	8.4828995884
chr1	EviAnn	gene	392694478	392694540	.	+	.	LOC_00002941	geneID=LOC_00002941	protein_coding	function_unknown	chr1	63	0	3.8094945571	0	1.269831519	0.3446370932
chr1	EviAnn	gene	392713849	392727118	.	+	.	LOC_00002942	geneID=LOC_00002942	protein_coding	SDE2:_Splicing_regulator_SDE2_(Homo_sapiens)	chr1	6584	52.3510771024	46.7311113911	44.4052335469	47.8291406801	5.5798179663
chr1	EviAnn	gene	392745569	392752324	.	-	.	LOC_00002943	geneID=LOC_00002943	protein_coding	LEFTY2:_Left-right_determination_factor_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	392772180	392820652	.	+	.	LOC_00002944	geneID=LOC_00002944	protein_coding	TMEM63A:_Mechanosensitive_cation_channel_TMEM63A_(Capra_hircus)	chr1	5020	299.6430423804	216.3330001724	324.2128114589	280.0629513373	8.1296073361
chr1	EviAnn	gene	392907182	392916749	.	-	.	LOC_00002946	geneID=LOC_00002946	protein_coding	SRP9:_Signal_recognition_particle_9_kDa_protein_(Macaca_fascicularis)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	392908219	392916662	.	-	.	LOC_00002945	geneID=LOC_00002945	protein_coding	function_unknown	chr1	6063	2.4837230318	1.1875218065	1.6346109224	1.7686185869	0.8226229558
chr1	EviAnn	gene	393028586	393153365	.	+	.	LOC_00002947	geneID=LOC_00002947	protein_coding	ENAH:_Protein_enabled_homolog_(Homo_sapiens)	chr1	10004	14.5749252242	4.9179950225	4.5956003316	8.0295068594	3.0053113858
chr1	EviAnn	gene	393210285	393242801	.	+	.	LOC_00002948	geneID=LOC_00002948	protein_coding	LBR:_Delta(14)-sterol_reductase_LBR_(Gallus_gallus)	chr1	4451	63.8519909912	65.6207048276	54.0571695745	61.1766217978	5.9349085377
chr1	EviAnn	gene	393226185	393242799	.	+	.	LOC_00002949	geneID=LOC_00002949	protein_coding	function_unknown	chr1	5847	20.1132472463	16.213318292	14.7841383576	17.0369012986	4.0905910544
chr1	EviAnn	gene	393246060	393251145	.	-	.	LOC_00002950	geneID=LOC_00002950	protein_coding	DNAH14:_Dynein_axonemal_heavy_chain_14_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	393602333	393757286	.	-	.	LOC_00002951	geneID=LOC_00002951	protein_coding	Cnih3:_Protein_cornichon_homolog_3_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	393756729	393798375	.	+	.	LOC_00002952	geneID=LOC_00002952	protein_coding	Wdr26:_WD_repeat-containing_protein_26_(Mus_musculus)	chr1	6941	147.0813848689	106.6005357054	140.3250637464	131.3356614402	7.0371148927
chr1	EviAnn	gene	393804421	393818104	.	-	.	LOC_00002953	geneID=LOC_00002953	protein_coding	CNIH4:_Protein_cornichon_homolog_4_(Pongo_abelii)	chr1	4748	60.310966905	56.1074040392	85.0007434092	67.1397047845	6.0690942884
chr1	EviAnn	gene	393817907	393897941	.	+	.	LOC_00002954	geneID=LOC_00002954	protein_coding	NVL:_Nuclear_valosin-containing_protein-like_(Homo_sapiens)	chr1	9336	68.1037422859	43.958531345	53.3134818898	55.1252518402	5.7846414365
chr1	EviAnn	gene	393896807	393909476	.	-	.	LOC_00002955	geneID=LOC_00002955	protein_coding	DEGS1:_Sphingolipid_delta(4)-desaturase_DES1_(Gallus_gallus)	chr1	9705	21.4768769342	25.2733762549	20.5656258702	22.4386263531	4.4879124547
chr1	EviAnn	gene	393933144	393968721	.	-	.	LOC_00002956	geneID=LOC_00002956	protein_coding	FBXO28:_F-box_only_protein_28_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	393935702	393968715	.	-	.	LOC_00002957	geneID=LOC_00002957	protein_coding	function_unknown	chr1	30199	17.1124940789	10.7923274724	15.1873464114	14.3640559876	3.8443912763
chr1	EviAnn	gene	394000857	394079134	.	+	.	LOC_00002958	geneID=LOC_00002958	protein_coding	TP53BP2:_Apoptosis-stimulating_of_p53_protein_2_(Homo_sapiens)	chr1	7381	58.3565709479	39.864210893	52.6646200613	50.2951339674	5.6523469215
chr1	EviAnn	gene	394078003	394144084	.	-	.	LOC_00002959	geneID=LOC_00002959	protein_coding	CAPN2:_Calpain-2_catalytic_subunit_(Gallus_gallus)	chr1	3349	12.2048134663	12.7559486304	0.24660709719999999	8.402456398	3.0708111511
chr1	EviAnn	gene	394143608	394239063	.	+	.	LOC_00002960	geneID=LOC_00002960	protein_coding	CAPN8:_Calpain-8_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	394334857	394486840	.	+	.	LOC_00002961	geneID=LOC_00002961	protein_coding	SUSD4:_Sushi_domain-containing_protein_4_(Pongo_abelii)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	394509117	394533352	.	+	.	LOC_00002962	geneID=LOC_00002962	protein_coding	TLR5:_Toll-like_receptor_5_(Homo_sapiens)	chr1	4551	3.8341244734	6.0118193604	3.8109493606	4.5522977314	2.1865949165
chr1	EviAnn	gene	394597218	394711945	.	-	.	LOC_00002963	geneID=LOC_00002963	protein_coding	DISP1:_Protein_dispatched_homolog_1_(Homo_sapiens)	chr1	36316	33.896854952	14.4133709833	19.0802768595	22.4635009316	4.4895108838
chr1	EviAnn	gene	394715719	394719098	.	+	.	XLOC_001429U_lncRNA	geneID=XLOC_001429U_lncRNA	lncRNA	function_unknown	chr1	1935	8.1529194122	4.4650819925	4.6949658161	5.7709890736	2.5288185995
chr1	EviAnn	gene	394726530	394737630	.	-	.	LOC_00002964	geneID=LOC_00002964	protein_coding	FAM177B:_Protein_FAM177B_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	394743338	394772610	.	-	.	LOC_00002965	geneID=LOC_00002965	protein_coding	BROX:_BRO1_domain-containing_protein_BROX_(Homo_sapiens)	chr1	12200	65.0275819536	44.616050844	51.8097524325	53.8177950767	5.7500113796
chr1	EviAnn	gene	394772662	394818268	.	+	.	LOC_00002966	geneID=LOC_00002966	protein_coding	AIDA:_Axin_interactor,_dorsalization-associated_protein_(Macaca_fascicularis)	chr1	3606	89.2877865067	118.7345291907	86.9555819004	98.3259658659	6.6195005479
chr1	EviAnn	gene	394816354	394870277	.	-	.	LOC_00002967	geneID=LOC_00002967	protein_coding	MIA3:_Transport_and_Golgi_organization_protein_1_homolog_(Homo_sapiens)	chr1	8957	117.6063197047	128.827859699	176.2359802228	140.8900532088	7.1384259512
chr1	EviAnn	gene	394890484	394919632	.	+	.	LOC_00002968	geneID=LOC_00002968	protein_coding	TAF1A:_TATA_box-binding_protein-associated_factor_RNA_polymerase_I_subunit_A_(Homo_sapiens)	chr1	12873	51.6196683619	25.6348532594	42.5144020071	39.9229745428	5.3191473105
chr1	EviAnn	gene	394926000	394963157	.	+	.	LOC_00002969	geneID=LOC_00002969	protein_coding	HHIPL2:_HHIP-like_protein_2_(Homo_sapiens)	chr1	2340	1.1236395344	3.794842655	1.0588297033	1.9924372975	0.994534323
chr1	EviAnn	gene	395290641	395356743	.	+	.	LOC_00002970	geneID=LOC_00002970	protein_coding	DUSP10:_Dual_specificity_protein_phosphatase_10_(Bos_taurus)	chr1	2663	5.7445893786	5.8580098428	8.4769993519	6.6931995245	2.7426960217
chr1	EviAnn	gene	395520921	395521070	.	+	.	LOC_00002971	geneID=LOC_00002971	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	395876838	395886950	.	-	.	LOC_00002972	geneID=LOC_00002972	protein_coding	Hlx:_H2.0-like_homeobox_protein_(Rattus_norvegicus)	chr1	2219	1.8312253955	6.7056718071	1.8609444988	3.4659472338	1.7932496908
chr1	EviAnn	gene	395940600	395966829	.	-	.	LOC_00002973	geneID=LOC_00002973	protein_coding	MTARC1:_Mitochondrial_amidoxime-reducing_component_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	395970082	395985710	.	-	.	LOC_00002974	geneID=LOC_00002974	protein_coding	MTARC2:_Mitochondrial_amidoxime_reducing_component_2_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	395986461	395999836	.	-	.	LOC_00002975	geneID=LOC_00002975	protein_coding	MTARC2:_Mitochondrial_amidoxime_reducing_component_2_(Bos_taurus)	chr1	3557	2.7551812541	0.3373603558	2.244468924	1.7790035113	0.8310693581
chr1	EviAnn	gene	396004707	396005422	.	+	.	LOC_00002976	geneID=LOC_00002976	protein_coding	Pfn3:_Profilin-3_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	396025338	396039047	.	-	.	LOC_00002977	geneID=LOC_00002977	protein_coding	C1orf115:_Required_for_drug-induced_death_protein_1_(Homo_sapiens)	chr1	4893	13.922583384	10.3493993762	13.9532677842	12.7417501815	3.6714915518
chr1	EviAnn	gene	396049238	396134744	.	-	.	LOC_00002978	geneID=LOC_00002978	protein_coding	MARK1:_Serine/threonine-protein_kinase_MARK1_(Homo_sapiens)	chr1	4734	1.312790054	0.9632372169	1.8608920852	1.3789731187	0.4635943337
chr1	EviAnn	gene	396200242	396269653	.	+	.	LOC_00002979	geneID=LOC_00002979	protein_coding	RAB3GAP2:_Rab3_GTPase-activating_protein_non-catalytic_subunit_(Homo_sapiens)	chr1	13537	108.9640660679	71.3948865059	101.3979813961	93.91897799	6.5533448043
chr1	EviAnn	gene	396261490	396318531	.	-	.	LOC_00002980	geneID=LOC_00002980	protein_coding	IARS2:_Isoleucine--tRNA_ligase,_mitochondrial_(Gallus_gallus)	chr1	9135	108.3806437406	80.1832923329	87.1242402601	91.8960587779	6.5219310837
chr1	EviAnn	gene	396321895	396336929	.	+	.	LOC_00002981	geneID=LOC_00002981	protein_coding	BPNT1:_3'(2'),5'-bisphosphate_nucleotidase_1_(Bos_taurus)	chr1	4472	25.9767406098	13.5240464196	16.5596040806	18.6867970367	4.2239474037
chr1	EviAnn	gene	396346201	396414972	.	+	.	LOC_00002982	geneID=LOC_00002982	protein_coding	EPRS1:_Bifunctional_glutamate/proline--tRNA_ligase_(Homo_sapiens)	chr1	6680	95.7904232236	68.047381668	74.4699657486	79.4359235467	6.3117196841
chr1	EviAnn	gene	396420575	396447632	.	+	.	LOC_00002983	geneID=LOC_00002983	protein_coding	Slc30a10:_Calcium/manganese_antiporter_SLC30A10_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	396867166	396902459	.	-	.	LOC_00002984	geneID=LOC_00002984	protein_coding	LYPLAL1:_Lysophospholipase-like_protein_1_(Homo_sapiens)	chr1	2041	1.2882491477	1.2934736541	1.8883587065	1.4900271694	0.5753386373
chr1	EviAnn	gene	397379239	397505628	.	-	.	LOC_00002985	geneID=LOC_00002985	protein_coding	Tgfb2:_Transforming_growth_factor_beta-2_proprotein_(Mus_musculus)	chr1	5206	6.1524886041	2.4433158521	5.2351664546	4.6103236369	2.204868029
chr1	EviAnn	gene	397515767	397526172	.	-	.	LOC_00002986	geneID=LOC_00002986	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	chr1	5013	2.336407323	0.5266267162	0.7688290684	1.2106210359	0.2757473248
chr1	EviAnn	gene	397519088	397577744	.	-	.	LOC_00002987	geneID=LOC_00002987	protein_coding	RRP15:_RRP15-like_protein_(Bos_taurus)	chr1	18926	35.6787639035	15.9018117405	27.2153808234	26.2653188225	4.7150871917
chr1	EviAnn	gene	397977802	398116724	.	-	.	LOC_00002988	geneID=LOC_00002988	protein_coding	SPATA17:_Spermatogenesis-associated_protein_17_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	398116456	398262696	.	+	.	LOC_00002989	geneID=LOC_00002989	protein_coding	GPATCH2:_G_patch_domain-containing_protein_2_(Homo_sapiens)	chr1	3498	13.8032625165	10.5659566018	20.540933009	14.9700507091	3.9040072032
chr1	EviAnn	gene	398375983	398382856	.	-	.	LOC_00002990	geneID=LOC_00002990	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	398489259	399195009	.	+	.	LOC_00002991	geneID=LOC_00002991	protein_coding	Esrrg:_Estrogen-related_receptor_gamma_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	399235649	400041904	.	+	.	LOC_00002992	geneID=LOC_00002992	protein_coding	USH2A:_Usherin_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	400046635	400108106	.	-	.	LOC_00002993	geneID=LOC_00002993	protein_coding	KCTD3:_BTB/POZ_domain-containing_protein_KCTD3_(Homo_sapiens)	chr1	3659	20.7084234096	9.2483575159	11.4361710506	13.7976506587	3.7863507335
chr1	EviAnn	gene	400352049	400562283	.	-	.	LOC_00002994	geneID=LOC_00002994	protein_coding	KCNK2:_Potassium_channel_subfamily_K_member_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	400623499	400623567	.	+	.	LOC_00002995	geneID=LOC_00002995	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	400782970	400824086	.	-	.	LOC_00002996	geneID=LOC_00002996	protein_coding	CENPF:_Centromere_protein_F_(Homo_sapiens)	chr1	9202	11.5072535035	7.4331096254	7.5390700021	8.8264777103	3.1418378316
