"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_30","rna_35","rna_L007","Fmean","value"
"chr1","EviAnn","gene",127268532,127355170,".","-",".","LOC_00000950","geneID=LOC_00000950","protein_coding","Ap2a2:_AP-2_complex_subunit_alpha-2_(Mus_musculus)",2359.5,0,0,7.02712,2.34237333333333,1.22797103451723
"chr1","EviAnn","gene",127385021,127457837,".","+",".","LOC_00000952","geneID=LOC_00000952","protein_coding","pol:_Retrovirus-related_Pol_polyprotein_from_type-2_retrotransposable_element_R2DM_(Drosophila_melanogaster)",867,115.536,5.89735,58.5563,59.99655,5.90680763825862
"chr1","EviAnn","gene",128652948,128663767,".","-",".","LOC_00000959","geneID=LOC_00000959","protein_coding","RPLP2:_Large_ribosomal_subunit_protein_P2_(Bos_taurus)",327,28.3748,0,208.511,78.9619333333333,6.30308540859588
"chr1","EviAnn","gene",128666444,128701752,".","+",".","LOC_00000960","geneID=LOC_00000960","protein_coding","PIDD1:_p53-induced_death_domain-containing_protein_1_(Homo_sapiens)",2453.25,0,1.7892,0,0.5964,-0.745647837266007
"chr1","EviAnn","gene",128853453,128890785,".","+",".","LOC_00000962","geneID=LOC_00000962","protein_coding","Cend1:_Cell_cycle_exit_and_neuronal_differentiation_protein_1_(Rattus_norvegicus)",417,0,16.6725,0,5.5575,2.47443604325227
"chr1","EviAnn","gene",128908447,128934618,".","+",".","LOC_00000963","geneID=LOC_00000963","protein_coding","gatd1:_Glutamine_amidotransferase-like_class_1_domain-containing_protein_1_(Xenopus_laevis)",426,18.2538,71.2581,91.8199,60.4439333333333,5.91752564049691
"chr1","EviAnn","gene",128917687,128934615,".","-",".","LOC_00000964","geneID=LOC_00000964","protein_coding","Taldo1:_Transaldolase_(Rattus_norvegicus)",557.648,2091.1,2002.9,3214.16,2436.05333333333,11.2503300036589
"chr1","EviAnn","gene",128940018,129071886,".","-",".","LOC_00000965","geneID=LOC_00000965","protein_coding","Eps8l2:_Epidermal_growth_factor_receptor_kinase_substrate_8-like_protein_2_(Mus_musculus)",1996.5,0,2.04615,4.44641,2.16418666666667,1.11382494068965
"chr1","EviAnn","gene",129096332,129143853,".","+",".","LOC_00000967","geneID=LOC_00000967","protein_coding","Deaf1:_Deformed_epidermal_autoregulatory_factor_1_homolog_(Rattus_norvegicus)",1240.46,35.445,10.8175,93.3259,46.5294666666667,5.54007274551648
"chr1","EviAnn","gene",129280834,129330611,".","+",".","LOC_00000970","geneID=LOC_00000970","protein_coding","CDHR5:_Cadherin-related_family_member_5_(Homo_sapiens)",2010,10.3203,6.65126,11.0616,9.34438666666667,3.22409997354805
"chr1","EviAnn","gene",129383092,129416840,".","+",".","LOC_00000971","geneID=LOC_00000971","protein_coding","IRF3:_Interferon_regulatory_factor_3_(Gallus_gallus)",735.852,25.0875,51.5243,32.8067,36.4728333333333,5.18875037235613
"chr1","EviAnn","gene",129416842,129436097,".","-",".","LOC_00000972","geneID=LOC_00000972","protein_coding","mfhas1:_Malignant_fibrous_histiocytoma-amplified_sequence_1_homolog_(Xenopus_tropicalis)",1800,0,6.25188,10.3993,5.55039333333333,2.47259001289377
"chr1","EviAnn","gene",129440170,129498443,".","-",".","LOC_00000973","geneID=LOC_00000973","protein_coding","Phrf1:_PHD_and_RING_finger_domain-containing_protein_1_(Mus_musculus)",5211,2.82762,10.4893,10.4869,7.93460666666667,2.98815870773415
"chr1","EviAnn","gene",129540283,129558799,".","-",".","LOC_00000974","geneID=LOC_00000974","protein_coding","RASSF7:_Ras_association_domain-containing_protein_7_(Homo_sapiens)",1026,5.53746,7.11454,0,4.21733333333333,2.07633105513415
"chr1","EviAnn","gene",129874369,129962041,".","+",".","LOC_00000977","geneID=LOC_00000977","protein_coding","HRAS:_GTPase_HRas_(Gallus_gallus)",570,0,10.3328,10.2282,6.85366666666667,2.77687602698385
"chr1","EviAnn","gene",129964820,130101533,".","-",".","LOC_00000978","geneID=LOC_00000978","protein_coding","Usp6nl:_USP6_N-terminal-like_protein_(Mus_musculus)",1995,75.4361,69.2973,42.38,62.3711333333333,5.96280656896473
"chr1","EviAnn","gene",130136205,130161207,".","+",".","LOC_00000979","geneID=LOC_00000979","protein_coding","Rnh1:_Ribonuclease_inhibitor_(Rattus_norvegicus)",1569,20.3517,3.40513,3.39229,9.04970666666667,3.17787103005178
"chr1","EviAnn","gene",130314721,131061016,".","-",".","LOC_00000982","geneID=LOC_00000982","protein_coding","Slc9c1:_Solute_carrier_family_9_member_C1_(Mus_musculus)",2119.5,0,2.34885,0,0.78295,-0.353007916432726
"chr1","EviAnn","gene",130328269,130385599,".","-",".","LOC_00000983","geneID=LOC_00000983","protein_coding","KMT5B:_Histone-lysine_N-methyltransferase_KMT5B_(Homo_sapiens)",2062.5,0,0,11.437,3.81233333333333,1.93067426754863
"chr1","EviAnn","gene",130513206,130552008,".","+",".","LOC_00000984","geneID=LOC_00000984","protein_coding","Uncharacterized_protein_C11orf24_homolog_(Rattus_norvegicus)",1324.5,0,6.15945,0,2.05315,1.03783903239092
"chr1","EviAnn","gene",130829760,130936251,".","+",".","LOC_00000986","geneID=LOC_00000986","protein_coding","PPP6R3:_Serine/threonine-protein_phosphatase_6_regulatory_subunit_3_(Gallus_gallus)",2571,1.97784,3.36908,3.38953,2.91215,1.54208466827106
"chr1","EviAnn","gene",131559907,131669676,".","+",".","LOC_00000994","geneID=LOC_00000994","protein_coding","IGHMBP2:_DNA-binding_protein_SMUBP-2_(Homo_sapiens)",1672.5,0,8.70673,0,2.90224333333333,1.53716848462728
"chr1","EviAnn","gene",131788727,131850746,".","-",".","LOC_00000996","geneID=LOC_00000996","protein_coding","PTDSS1:_Phosphatidylserine_synthase_2_(Gallus_gallus)",841.8,0,5.55831,0,1.85277,0.889683798551172
"chr1","EviAnn","gene",131952693,131955564,".","-",".","LOC_00000998","geneID=LOC_00000998","protein_coding","function_unknown",339,0,23.536,0,7.84533333333333,2.97183474587159
"chr1","EviAnn","gene",131955788,132010483,".","+",".","LOC_00000999","geneID=LOC_00000999","protein_coding","SIGIRR:_Single_Ig_IL-1-related_receptor_(Homo_sapiens)",1152,0,2.74273,0,0.914243333333333,-0.129349893421355
"chr1","EviAnn","gene",132006253,132067491,".","-",".","LOC_00001000","geneID=LOC_00001000","protein_coding","Pkp3:_Plakophilin-3_(Mus_musculus)",2502,0,5.24285,0,1.74761666666667,0.805388769651172
"chr1","EviAnn","gene",132130304,132339569,".","-",".","LOC_00001001","geneID=LOC_00001001","protein_coding","B4GALNT4:_N-acetyl-beta-glucosaminyl-glycoprotein_4-beta-N-acetylgalactosaminyltransferase_1_(Homo_sapiens)",3546,0,1.20581,0,0.401936666666667,-1.31495990165282
"chr1","EviAnn","gene",132405049,132411014,".","+",".","LOC_00001002","geneID=LOC_00001002","protein_coding","IFITM3:_Interferon-induced_transmembrane_protein_3_(Homo_sapiens)",423,0,48.836,16.0719,21.6359666666667,4.43535967481292
"chr1","EviAnn","gene",132427786,132431453,".","+",".","LOC_00001003","geneID=LOC_00001003","protein_coding","IFITM2:_Interferon-induced_transmembrane_protein_2_(Homo_sapiens)",414,19.0699,16.862,0,11.9773,3.58223081807027
"chr1","EviAnn","gene",132446046,132449360,".","+",".","LOC_00001005","geneID=LOC_00001005","protein_coding","Ifitm3:_Interferon-induced_transmembrane_protein_3_(Mus_musculus)",342,0,46.3859,0,15.4619666666667,3.95065192772036
"chr1","EviAnn","gene",132544242,132622537,".","+",".","LOC_00001009","geneID=LOC_00001009","protein_coding","NLRP12:_NACHT,_LRR_and_PYD_domains-containing_protein_12_(Homo_sapiens)",2491.5,0,7.35945,0,2.45315,1.29463545144133
"chr1","EviAnn","gene",132658199,132688161,".","+",".","LOC_00001011","geneID=LOC_00001011","protein_coding","NLRP12:_NACHT,_LRR_and_PYD_domains-containing_protein_12_(Homo_sapiens)",3202.5,0,2.72476,0,0.908253333333333,-0.138833339476831
"chr1","EviAnn","gene",132985451,132992350,".","+",".","LOC_00001013","geneID=LOC_00001013","protein_coding","COX8B:_Cytochrome_c_oxidase_subunit_8B,_mitochondrial_(Bos_taurus)",345,51.7922,0,68.0178,39.9366666666667,5.31964201745002
"chr1","EviAnn","gene",132997128,133007169,".","-",".","LOC_00001014","geneID=LOC_00001014","protein_coding","PSMD13:_26S_proteasome_non-ATPase_regulatory_subunit_13_(Gallus_gallus)",921,0,7.62165,0,2.54055,1.34514085777554
"chr1","EviAnn","gene",133011166,133024914,".","+",".","LOC_00001015","geneID=LOC_00001015","protein_coding","SIRT3:_NAD-dependent_protein_deacetylase_sirtuin-3,_mitochondrial_(Homo_sapiens)",675.429,0,32.57,0,10.8566666666667,3.44050931390002
"chr1","EviAnn","gene",133024975,133058947,".","-",".","LOC_00001016","geneID=LOC_00001016","protein_coding","RIC8A:_Chaperone_Ric-8A_(Gallus_gallus)",1369.8,0,20.5125,0,6.8375,2.77346892790519
"chr1","EviAnn","gene",133065746,133083020,".","-",".","LOC_00001018","geneID=LOC_00001018","protein_coding","CIMAP1A:_Ciliary_microtubule_associated_protein_1A_(Homo_sapiens)",759,168.752,97.8843,55.4764,107.3709,6.74645923231331
"chr1","EviAnn","gene",133302523,133333050,".","+",".","LOC_00001021","geneID=LOC_00001021","protein_coding","incenp-a:_Inner_centromere_protein_A_(Xenopus_laevis)",1735.8,0,0,1.74497,0.581656666666667,-0.781760267279508
"chr1","EviAnn","gene",133354274,133361573,".","+",".","LOC_00001022","geneID=LOC_00001022","protein_coding","FTH:_Ferritin_heavy_chain_(Gallus_gallus)",494.168,87.0864,65.6897,89.2839,80.6866666666667,6.334258385204
"chr1","EviAnn","gene",133363476,133392360,".","-",".","LOC_00001023","geneID=LOC_00001023","protein_coding","BEST1:_Bestrophin-1_(Homo_sapiens)",2316,39.8267,20.8966,47.4106,36.0446333333333,5.17171256823021
"chr1","EviAnn","gene",133437359,133485980,".","+",".","LOC_00001024","geneID=LOC_00001024","protein_coding","RAB3IL1:_Guanine_nucleotide_exchange_factor_for_Rab-3A_(Bos_taurus)",889,0,5.74711,0,1.91570333333333,0.937874161978485
"chr1","EviAnn","gene",134146929,134174001,".","+",".","LOC_00001029","geneID=LOC_00001029","protein_coding","FADS1:_Acyl-CoA_(8-3)-desaturase_(Homo_sapiens)",1404,11.5338,0,0,3.8446,1.94283350506994
"chr1","EviAnn","gene",134323738,134352930,".","+",".","LOC_00001031","geneID=LOC_00001031","protein_coding","FADS1:_Acyl-CoA_(8-3)-desaturase_(Homo_sapiens)",1353,0,29.654,0,9.88466666666667,3.30519231583254
"chr1","EviAnn","gene",134386883,134427474,".","+",".","LOC_00001033","geneID=LOC_00001033","protein_coding","FADS1:_Acyl-CoA_(8-3)-desaturase_(Homo_sapiens)",1272,0,42.0688,39.0453,27.0380333333333,4.75691831294855
"chr1","EviAnn","gene",134608905,134632146,".","+",".","LOC_00001035","geneID=LOC_00001035","protein_coding","FADS1:_Acyl-CoA_(8-3)-desaturase_(Papio_anubis)",1028,0,6.2227,6.88807,4.37025666666667,2.12771801218658
"chr1","EviAnn","gene",134632926,134639888,".","-",".","LOC_00001036","geneID=LOC_00001036","protein_coding","FEN1:_Flap_endonuclease_1_(Gallus_gallus)",1149,0,4.18407,0,1.39469,0.47994448752911
"chr1","EviAnn","gene",134639468,134649773,".","+",".","LOC_00001037","geneID=LOC_00001037","protein_coding","Tmem258:_Dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_TMEM258_(Mus_musculus)",597,0,15.7074,5.20342,6.97027333333333,2.8012152312605
"chr1","EviAnn","gene",135178869,135457344,".","+",".","LOC_00001040","geneID=LOC_00001040","protein_coding","SYT7:_Synaptotagmin-7_(Homo_sapiens)",1895.25,0,2.67233,0,0.890776666666667,-0.166864326753995
"chr1","EviAnn","gene",135512871,135540005,".","+",".","LOC_00001044","geneID=LOC_00001044","protein_coding","CPSF7:_Cleavage_and_polyadenylation_specificity_factor_subunit_7_(Homo_sapiens)",900.75,0,10.0139,19.6798,9.8979,3.30712246650954
"chr1","EviAnn","gene",135540101,135552548,".","+",".","LOC_00001045","geneID=LOC_00001045","protein_coding","FSCN1:_Fascin_(Homo_sapiens)",1548,3.44354,0,0,1.14784666666667,0.198929934684193
"chr1","EviAnn","gene",135567166,135599316,".","+",".","LOC_00001047","geneID=LOC_00001047","protein_coding","Cyb561a3:_Lysosomal_membrane_ascorbate-dependent_ferrireductase_CYB561A3_(Mus_musculus)",891,45.9955,14.7451,69.3455,43.3620333333333,5.43836050405002
"chr1","EviAnn","gene",135594662,135621735,".","-",".","LOC_00001048","geneID=LOC_00001048","protein_coding","TKFC:_Triokinase/FMN_cyclase_(Homo_sapiens)",1740,21.1616,2.65659,15.8957,13.2379633333333,3.72660927481823
"chr1","EviAnn","gene",135621974,135659183,".","+",".","LOC_00001049","geneID=LOC_00001049","protein_coding","DDB1:_DNA_damage-binding_protein_1_(Gallus_gallus)",3423,1.46021,0,2.50097,1.32039333333333,0.40096775952342
"chr1","EviAnn","gene",135658804,135700492,".","+",".","LOC_00001050","geneID=LOC_00001050","protein_coding","VWCE:_von_Willebrand_factor_C_and_EGF_domain-containing_protein_(Homo_sapiens)",3042,0,8.50829,0,2.83609666666667,1.50390670681716
"chr1","EviAnn","gene",135704064,135713753,".","-",".","LOC_00001051","geneID=LOC_00001051","protein_coding","PGA:_Pepsin_A_(Canis_lupus_familiaris)",1161,4.78498,12.3989,4.11328,7.09905333333333,2.82762665245344
"chr1","EviAnn","gene",135719684,135826108,".","+",".","LOC_00001052","geneID=LOC_00001052","protein_coding","VPS37C:_Vacuolar_protein_sorting-associated_protein_37C_(Pongo_abelii)",1101,5.09254,4.40178,0,3.16477333333333,1.66210217498183
"chr1","EviAnn","gene",135747625,135780745,".","-",".","LOC_00001053","geneID=LOC_00001053","protein_coding","CD5:_T-cell_surface_glycoprotein_CD5_(Bos_taurus)",1158,81.591,99.495,74.2646,85.1168666666667,6.41137313802365
"chr1","EviAnn","gene",135781754,135799287,".","-",".","LOC_00001054","geneID=LOC_00001054","protein_coding","function_unknown",321,146.396,463.727,103.117,237.746666666667,7.89328130365896
"chr1","EviAnn","gene",135806769,135862182,".","-",".","LOC_00001055","geneID=LOC_00001055","protein_coding","CD6:_T-cell_differentiation_antigen_CD6_(Homo_sapiens)",1527,17.4837,51.1905,75.0366,47.9036,5.58206217479426
"chr1","EviAnn","gene",135904200,135937843,".","-",".","LOC_00001057","geneID=LOC_00001057","protein_coding","TMEM132A:_Transmembrane_protein_132A_(Homo_sapiens)",3219,7.78916,28.0454,1.33423,12.3895966666667,3.6310573173561
"chr1","EviAnn","gene",136017655,136037295,".","-",".","LOC_00001060","geneID=LOC_00001060","protein_coding","ZP1:_Zona_pellucida_sperm-binding_protein_1_(Oryctolagus_cuniculus)",3699,2.69218,10.3807,3.45781,5.51023,2.46211253892967
"chr1","EviAnn","gene",136044233,136057101,".","-",".","LOC_00001061","geneID=LOC_00001061","protein_coding","Acnat2:_Acyl-coenzyme_A_amino_acid_N-acyltransferase_2_(Rattus_norvegicus)",1257,0,3.76507,0,1.25502333333333,0.327714186942068
"chr1","EviAnn","gene",136065121,136085125,".","-",".","LOC_00001062","geneID=LOC_00001062","protein_coding","Acnat1:_Acyl-coenzyme_A_amino_acid_N-acyltransferase_1_(Mus_musculus)",1257,8.72668,0,0,2.90889333333333,1.54047039499702
"chr1","EviAnn","gene",136100709,136123829,".","-",".","LOC_00001064","geneID=LOC_00001064","protein_coding","Ms4a15:_Membrane-spanning_4-domains_subfamily_A_member_15_(Mus_musculus)",663,0,44.3056,0,14.7685333333333,3.88445465370563
"chr1","EviAnn","gene",136174676,136197339,".","-",".","LOC_00001066","geneID=LOC_00001066","protein_coding","OR9G4:_Olfactory_receptor_9G4_(Homo_sapiens)",949.5,0,5.31808,0,1.77269333333333,0.82594297913241
"chr1","EviAnn","gene",136505573,136528032,".","-",".","LOC_00001068","geneID=LOC_00001068","protein_coding","MS4A8:_Membrane-spanning_4-domains_subfamily_A_member_8_(Homo_sapiens)",792,76.1124,72.7979,111.603,86.8377666666667,6.44025071742774
"chr1","EviAnn","gene",136555466,136569992,".","+",".","LOC_00001069","geneID=LOC_00001069","protein_coding","function_unknown",543,2786.66,1562.86,2582.4,2310.64,11.1740767886598
"chr1","EviAnn","gene",136600155,136617450,".","-",".","LOC_00001071","geneID=LOC_00001071","protein_coding","pol:_Retrovirus-related_Pol_polyprotein_from_type-2_retrotransposable_element_R2DM_(Drosophila_melanogaster)",1239,31.0565,30.6318,30.4986,30.7289666666667,4.94152734864086
"chr1","EviAnn","gene",136698194,136726364,".","+",".","LOC_00001073","geneID=LOC_00001073","protein_coding","SLC19A1:_Reduced_folate_transporter_(Homo_sapiens)",1434,7.50703,3.16617,0,3.55773333333333,1.83095837876265
"chr1","EviAnn","gene",136724013,136946517,".","-",".","LOC_00001074","geneID=LOC_00001074","protein_coding","Col18a1:_Collagen_alpha-1(XVIII)_chain_(Mus_musculus)",2580,5.91139,5.07256,0,3.66131666666667,1.8723625574918
"chr1","EviAnn","gene",136825139,136920126,".","-",".","LOC_00001075","geneID=LOC_00001075","protein_coding","function_unknown",252,138.789,485.218,409.058,344.355,8.42775281474356
"chr1","EviAnn","gene",136976131,136986162,".","-",".","LOC_00001077","geneID=LOC_00001077","protein_coding","Nudt8:_Mitochondrial_coenzyme_A_diphosphatase_NUDT8_(Mus_musculus)",690,0,7.93402,0,2.64467333333333,1.40308953349817
"chr1","EviAnn","gene",136988657,136995580,".","-",".","LOC_00001078","geneID=LOC_00001078","protein_coding","NDUFV1:_NADH_dehydrogenase_[ubiquinone]_flavoprotein_1,_mitochondrial_(Pongo_pygmaeus)",1473,25.4897,10.6718,15.6307,17.2640666666667,4.1097004359267
"chr1","EviAnn","gene",137003279,137050937,".","-",".","LOC_00001079","geneID=LOC_00001079","protein_coding","GSTP1:_Glutathione_S-transferase_P_(Bos_taurus)",609,0,0,19.8568,6.61893333333333,2.72659873988726
"chr1","EviAnn","gene",137026905,137043481,".","+",".","LOC_00001080","geneID=LOC_00001080","protein_coding","Cabp2:_Calcium-binding_protein_2_(Mus_musculus)",663,67.1395,25.1212,0,30.7535666666667,4.94268183262112
"chr1","EviAnn","gene",137042810,137057779,".","+",".","LOC_00001081","geneID=LOC_00001081","protein_coding","Cdk2ap2:_Cyclin-dependent_kinase_2-associated_protein_2_(Mus_musculus)",412.148,96.042,134.896,33.3205,88.0861666666667,6.46084356637818
"chr1","EviAnn","gene",137059560,137092331,".","+",".","LOC_00001082","geneID=LOC_00001082","protein_coding","PITPNM1:_Membrane-associated_phosphatidylinositol_transfer_protein_1_(Homo_sapiens)",911.518,332.257,103.095,72.2794,169.210466666667,7.40267500020107
"chr1","EviAnn","gene",137096769,137126128,".","-",".","LOC_00001083","geneID=LOC_00001083","protein_coding","MS4A1:_B-lymphocyte_antigen_CD20_(Homo_sapiens)",879,6.68161,0,5.75611,4.14590666666667,2.05168763862466
"chr1","EviAnn","gene",137166818,137191796,".","+",".","LOC_00001085","geneID=LOC_00001085","protein_coding","TCN1:_Transcobalamin-1_(Homo_sapiens)",1227,0,7.34623,0,2.44874333333333,1.29204156478279
"chr1","EviAnn","gene",137218093,137225467,".","+",".","LOC_00001087","geneID=LOC_00001087","protein_coding","MRPL16:_Large_ribosomal_subunit_protein_uL16m_(Bos_taurus)",447,33.861,23.9423,14.7098,24.1710333333333,4.59520724581498
"chr1","EviAnn","gene",137361008,137381344,".","+",".","LOC_00001091","geneID=LOC_00001091","protein_coding","Patl1:_Protein_PAT1_homolog_1_(Mus_musculus)",2193,18.7757,44.3149,59.7086,40.9330666666667,5.35519485106629
"chr1","EviAnn","gene",137386316,137418676,".","+",".","LOC_00001092","geneID=LOC_00001092","protein_coding","OSBP:_Oxysterol-binding_protein_1_(Homo_sapiens)",2427,8.41558,5.41773,27.0455,13.62627,3.76831879357073
"chr1","EviAnn","gene",137575232,137624154,".","-",".","LOC_00001096","geneID=LOC_00001096","protein_coding","DTX4:_E3_ubiquitin-protein_ligase_DTX4_(Homo_sapiens)",1899,0,4.72025,0,1.57341666666667,0.653900770774608
"chr1","EviAnn","gene",137706388,137711570,".","+",".","LOC_00001098","geneID=LOC_00001098","protein_coding","MPEG1:_Macrophage-expressed_gene_1_protein_(Homo_sapiens)",2166,0,4.08613,2.03915,2.04176,1.02981329365993
"chr1","EviAnn","gene",137737395,137762062,".","-",".","LOC_00001100","geneID=LOC_00001100","protein_coding","ZFP91:_E3_ubiquitin-protein_ligase_ZFP91_(Homo_sapiens)",1008,5.65606,52.7932,15.3356,24.5949533333333,4.62029041256977
"chr1","EviAnn","gene",137925776,137994183,".","-",".","LOC_00001108","geneID=LOC_00001108","protein_coding","Ctnnd1:_Catenin_delta-1_(Mus_musculus)",2472,4.12562,8.85238,3.12379,5.36726333333333,2.42418667260403
"chr1","EviAnn","gene",138011271,138024681,".","+",".","LOC_00001109","geneID=LOC_00001109","protein_coding","Btbd18:_BTB/POZ_domain-containing_protein_18_(Mus_musculus)",1396.55,50.2788,8.09891,25.9223,28.1000033333333,4.81249839647176
"chr1","EviAnn","gene",138052525,138066765,".","+",".","LOC_00001111","geneID=LOC_00001111","protein_coding","Med19:_Mediator_of_RNA_polymerase_II_transcription_subunit_19_(Mus_musculus)",393,20.7674,37.2688,22.1651,26.7337666666667,4.74059121598796
"chr1","EviAnn","gene",138066662,138152490,".","-",".","LOC_00001112","geneID=LOC_00001112","protein_coding","Zdhhc5:_Palmitoyltransferase_ZDHHC5_(Mus_musculus)",2079,7.46079,8.54637,4.0539,6.68702,2.74136343223697
"chr1","EviAnn","gene",138161512,138170334,".","-",".","LOC_00001113","geneID=LOC_00001113","protein_coding","CLP1:_Polyribonucleotide_5'-hydroxyl-kinase_Clp1_(Gallus_gallus)",1278,0,7.38632,0,2.46210666666667,1.29989326553379
"chr1","EviAnn","gene",138175583,138182117,".","+",".","LOC_00001114","geneID=LOC_00001114","protein_coding","Ypel4:_Protein_yippee-like_4_(Rattus_norvegicus)",307.5,0,0,18.9049,6.30163333333333,2.65572581218294
"chr1","EviAnn","gene",138299269,138336995,".","+",".","LOC_00001117","geneID=LOC_00001117","protein_coding","Ubc10:_Ubiquitin-conjugating_enzyme_E2-18_kDa_(Drosophila_melanogaster)",375,134.72,0,59.0403,64.5867666666667,6.01316669293182
"chr1","EviAnn","gene",138299545,138339368,".","+",".","LOC_00001119","geneID=LOC_00001119","protein_coding","function_unknown",357,122.098,86.3213,235.419,147.9461,7.20892785599349
"chr1","EviAnn","gene",138308296,138321196,".","-",".","LOC_00001118","geneID=LOC_00001118","protein_coding","Smtnl1:_Smoothelin-like_protein_1_(Mus_musculus)",1197,572.588,398.688,634.989,535.421666666667,9.06453171082305
"chr1","EviAnn","gene",138336090,138342237,".","+",".","LOC_00001120","geneID=LOC_00001120","protein_coding","Timm10:_Mitochondrial_import_inner_membrane_translocase_subunit_Tim10_(Rattus_norvegicus)",273,39.4649,0,0,13.1549666666667,3.71753568775486
"chr1","EviAnn","gene",138351600,138421045,".","+",".","LOC_00001121","geneID=LOC_00001121","protein_coding","Slc43a1:_Large_neutral_amino_acids_transporter_small_subunit_3_(Mus_musculus)",1749,6.01175,10.3422,7.73605,8.03,3.00539998774259
"chr1","EviAnn","gene",138420374,138427392,".","-",".","LOC_00001122","geneID=LOC_00001122","protein_coding","TRBV2:_T_cell_receptor_beta_variable_2_(Homo_sapiens)",444,85.5638,90.504,208.162,128.0766,7.00086310458221
"chr1","EviAnn","gene",138513813,138525187,".","-",".","LOC_00001124","geneID=LOC_00001124","protein_coding","Rtn4rl2:_Reticulon-4_receptor-like_2_(Mus_musculus)",1317,0,3.56664,0,1.18888,0.24960310352617
"chr1","EviAnn","gene",138551450,138617546,".","+",".","LOC_00001126","geneID=LOC_00001126","protein_coding","SLC43A3:_Equilibrative_nucleobase_transporter_1_(Homo_sapiens)",1590,0,14.384,2.86802,5.75067333333333,2.52373088784628
"chr1","EviAnn","gene",138605899,138641374,".","-",".","LOC_00001127","geneID=LOC_00001127","protein_coding","P2rx3:_P2X_purinoceptor_3_(Rattus_norvegicus)",1224,31.4974,11.6517,19.3337,20.8276,4.38042469962437
"chr1","EviAnn","gene",138647721,138666276,".","+",".","LOC_00001128","geneID=LOC_00001128","protein_coding","SSRP1:_FACT_complex_subunit_SSRP1_(Gallus_gallus)",462,64.3439,0,0,21.4479666666667,4.42276897715934
"chr1","EviAnn","gene",138679008,138726807,".","+",".","LOC_00001129","geneID=LOC_00001129","protein_coding","TNKS1BP1:_182_kDa_tankyrase-1-binding_protein_(Homo_sapiens)",5079,0.967871,4.14301,0.828392,1.97975766666667,0.985323847226773
"chr1","EviAnn","gene",138776899,138782984,".","-",".","LOC_00001131","geneID=LOC_00001131","protein_coding","LRRC55:_Leucine-rich_repeat-containing_protein_55_(Homo_sapiens)",876,0,30.4144,0,10.1381333333333,3.34172013789404
"chr1","EviAnn","gene",138806724,138807692,".","-",".","LOC_00001132","geneID=LOC_00001132","protein_coding","Or5g29:_Olfactory_receptor_5G29_(Mus_musculus)",945,0,15.8918,0,5.29726666666667,2.40524813634796
"chr1","EviAnn","gene",138990592,138991530,".","-",".","LOC_00001141","geneID=LOC_00001141","protein_coding","Or5ar1:_Olfactory_receptor_5AR1_(Mus_musculus)",873,0,12.9201,0,4.3067,2.10658283052512
"chr1","EviAnn","gene",139078159,139079106,".","+",".","LOC_00001142","geneID=LOC_00001142","protein_coding","OR9I1:_Olfactory_receptor_9I1_(Homo_sapiens)",948,0,5.27661,0,1.75887,0.814648855586355
"chr1","EviAnn","gene",139094942,139095889,".","-",".","LOC_00001144","geneID=LOC_00001144","protein_coding","Or5m5:_Olfactory_receptor_5M5_(Mus_musculus)",948,0,5.27661,0,1.75887,0.814648855586355
"chr1","EviAnn","gene",139120380,139121309,".","+",".","LOC_00001148","geneID=LOC_00001148","protein_coding","Or5ap2:_Olfactory_receptor_5AP2_(Mus_musculus)",864,0,6.5539,0,2.18463333333333,1.12739115955581
"chr1","EviAnn","gene",139396632,139397567,".","+",".","LOC_00001163","geneID=LOC_00001163","protein_coding","Or5ap2:_Olfactory_receptor_5AP2_(Mus_musculus)",936,0,5.3602,0,1.78673333333333,0.837324330862101
"chr1","EviAnn","gene",139578192,139579143,".","+",".","LOC_00001173","geneID=LOC_00001173","protein_coding","Olfactory_receptor-like_protein_OLF1_(Canis_lupus_familiaris)",939,0,53.3906,0,17.7968666666667,4.15355135617033
"chr1","EviAnn","gene",139640958,139641920,".","-",".","LOC_00001176","geneID=LOC_00001176","protein_coding","OR4S2:_Olfactory_receptor_4S2_(Homo_sapiens)",963,0,15.5272,0,5.17573333333333,2.37176328800503
"chr1","EviAnn","gene",139687613,139696226,".","-",".","LOC_00001178","geneID=LOC_00001178","protein_coding","OR4S2:_Olfactory_receptor_4S2_(Homo_sapiens)",948,109.636,16.209,10.7367,45.5272333333333,5.50865788506906
"chr1","EviAnn","gene",139699556,139700494,".","-",".","LOC_00001179","geneID=LOC_00001179","protein_coding","OR4S2:_Olfactory_receptor_4S2_(Homo_sapiens)",939,18.4858,10.6781,21.2211,16.795,4.06995989045977
"chr1","EviAnn","gene",139757776,139826177,".","+",".","LOC_00001181","geneID=LOC_00001181","protein_coding","KDM2A:_Lysine-specific_demethylase_2A_(Homo_sapiens)",1599,3.32086,2.85858,4.82662,3.66868666666667,1.87526369288038
"chr1","EviAnn","gene",139843604,139914375,".","+",".","LOC_00001182","geneID=LOC_00001182","protein_coding","GRK2:_Beta-adrenergic_receptor_kinase_1_(Homo_sapiens)",2076,9.96336,0,0,3.32112,1.73166985180093
