"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","SRR2889295","SRR2889296","SRR2889297","Mmean","value"
"NC_052532.1","BestRefSeq","gene",76868694,76870248,".","-",".","gene-MRPL51","Name=MRPL51","protein_coding","Dbxref=CGNC:50723,GeneID:418274",432,53.3169,55.1328,40.3454,49.5983666666667,5.63222070661445
"NC_052532.1","BestRefSeq%2CGnomon","gene",76870362,76894191,".","+",".","gene-NCAPD2","Name=NCAPD2","protein_coding","Dbxref=CGNC:50724,GeneID:418275",4236,3.51587,3.21045,2.88483,3.20371666666667,1.67974656295583
"NC_052532.1","BestRefSeq","gene",76894913,76900737,".","+",".","gene-CNP1","Name=CNP1","protein_coding","Dbxref=CGNC:61487,GeneID:100499455",303,0,0,4.21497,1.40499,0.490559862117553
"NC_052532.1","BestRefSeq","gene",76902321,76906238,".","+",".","gene-GAPDH","Name=GAPDH","protein_coding","Dbxref=CGNC:49077,GeneID:374193",1002,17782.7,16529.6,14709.2,16340.5,13.9961645084727
"NC_052532.1","Gnomon","gene",76909099,76925882,".","-",".","gene-IFFO1","Name=IFFO1","protein_coding","Dbxref=CGNC:50725,GeneID:418276",1631.87,6.9288,9.09348,7.3506,7.79096,2.96180110773584
"NC_052532.1","Gnomon","gene",76932604,76937809,".","-",".","gene-NOP2","Name=NOP2","protein_coding","Dbxref=CGNC:10744,GeneID:418277",2049,5.59685,6.33557,5.05613,5.66285,2.50152831560649
"NC_052532.1","Gnomon","gene",76938120,76959584,".","-",".","gene-CHD4","Name=CHD4","protein_coding","Dbxref=CGNC:10176,GeneID:418278",5747.09,11.4106,11.1581,9.32146,10.6300533333333,3.41007693009528
"NC_052532.1","Gnomon","gene",76977378,76986176,".","-",".","gene-LPAR5","Name=LPAR5","protein_coding","Dbxref=CGNC:10750,GeneID:418279",1113,0.183541,0.550007,0.376057,0.369868333333333,-1.43491630699265
"NC_052532.1","BestRefSeq%2CGnomon","gene",77017976,77032724,".","-",".","gene-ING4","Name=ING4","protein_coding","Dbxref=CGNC:10752,GeneID:418281",750,6.75709,7.04356,6.63521,6.81195333333333,2.76806855157559
"NC_052532.1","BestRefSeq","gene",77038765,77064539,".","-",".","gene-ZNF384","Name=ZNF384","protein_coding","Dbxref=CGNC:10753,GeneID:770350",1431,8.70228,11.3137,8.20046,9.40548,3.23350157223852
"NC_052532.1","Gnomon","gene",77082590,77100195,".","-",".","gene-PIANP","Name=PIANP","protein_coding","Dbxref=CGNC:10758,GeneID:418282",913.5,0,0.694293,0.712689,0.468994,-1.09235862891775
"NC_052532.1","BestRefSeq","gene",77100358,77103451,".","+",".","gene-COPS7A","Name=COPS7A","protein_coding","Dbxref=CGNC:50727,GeneID:418283",828,48.3979,58.4835,57.395,54.7588,5.77501892619796
"NC_052532.1","BestRefSeq%2CGnomon","gene",77114498,77121729,".","-",".","gene-MLF2","Name=MLF2","protein_coding","Dbxref=CGNC:10760,GeneID:418284",769.934,78.2116,69.17,69.3863,72.2559666666667,6.17504482056278
"NC_052532.1","Gnomon","gene",77127877,77131347,".","+",".","gene-PTMS","Name=PTMS","protein_coding","Dbxref=CGNC:10761,GeneID:418286",317.946,683.917,788.506,701.193,724.538666666667,9.50091887433912
"NC_052532.1","BestRefSeq%2CGnomon","gene",77157345,77168880,".","+",".","gene-CD4","Name=CD4","protein_coding","Dbxref=GeneID:395362",1464,2.69348,2.01777,2.34326,2.35150333333333,1.23358337726503
"NC_052532.1","Gnomon","gene",77175845,77182094,".","+",".","gene-GPR162","Name=GPR162","protein_coding","Dbxref=CGNC:15857,GeneID:418288",1707,5.79939,6.24692,6.74773,6.26468,2.64724081853297
"NC_052532.1","Gnomon","gene",77183255,77193736,".","+",".","gene-P3H3","Name=P3H3","protein_coding","Dbxref=CGNC:10772,GeneID:418289",2151,11.3326,9.28523,10.0497,10.22251,3.35367756904471
"NC_052532.1","BestRefSeq%2CGnomon","gene",77193355,77205055,".","+",".","gene-GNB3","Name=GNB3","protein_coding","Dbxref=CGNC:66543,GeneID:427945",1023,3.44028,4.24506,2.90348,3.52960666666667,1.81950742098466
"NC_052532.1","BestRefSeq","gene",77205712,77207831,".","-",".","gene-CDCA3","Name=CDCA3","protein_coding","Dbxref=CGNC:10787,GeneID:770517",708,5.05166,4.4157,2.59409,4.02048333333333,2.00736894933638
"NC_052532.1","Gnomon","gene",77208185,77223399,".","+",".","gene-USP5","Name=USP5","protein_coding","Dbxref=CGNC:10793,GeneID:418290",2536.4,12.105,12.0375,13.1524,12.4316333333333,3.63594395258871
"NC_052532.1","BestRefSeq","gene",77223631,77226616,".","+",".","gene-TPI1","Name=TPI1","protein_coding","Dbxref=CGNC:49803,GeneID:396435",747,217.01,204.103,226.729,215.947333333333,7.75453569103589
"NC_052532.1","Gnomon","gene",77228141,77236248,".","+",".","gene-LRRC23","Name=LRRC23","protein_coding","Dbxref=CGNC:10795,GeneID:418291",1032,3.80598,3.3533,4.94098,4.03342,2.01200364139175
"NC_052532.1","BestRefSeq%2CGnomon","gene",77236463,77245755,".","+",".","gene-ENO2","Name=ENO2","protein_coding","Dbxref=CGNC:10796,GeneID:395689",1116,0.731895,1.94534,1.60445,1.42722833333333,0.513216161033517
"NC_052532.1","Gnomon","gene",77251245,77274568,".","+",".","gene-ATN1","Name=ATN1","protein_coding","Dbxref=CGNC:10806,GeneID:427946",3696.49,11.6502,11.8946,11.949,11.8312666666667,3.56453263313756
"NC_052532.1","BestRefSeq%2CGnomon","gene",77274805,77275949,".","+",".","gene-C12orf57","Name=C12orf57","protein_coding","Dbxref=CGNC:10807,GeneID:771099",381,601.147,596.209,588.968,595.441333333333,9.21781556137634
"NC_052532.1","BestRefSeq%2CGnomon","gene",77277265,77297608,".","+",".","gene-PTPN6","Name=PTPN6","protein_coding","Dbxref=CGNC:10812,GeneID:427947",1636.97,17.62,15.2861,16.051,16.3190333333333,4.02848369591549
"NC_052532.1","BestRefSeq%2CGnomon","gene",77297717,77303411,".","-",".","gene-PHB2","Name=PHB2","protein_coding","Dbxref=CGNC:10814,GeneID:771124",905.361,138.822,158.597,139.597,145.672,7.18657978959887
"NC_052532.1","BestRefSeq","gene",77303527,77305776,".","+",".","gene-EMG1","Name=EMG1","protein_coding","Dbxref=CGNC:10815,GeneID:418292",696,3.87136,2.57829,2.651,3.03355,1.60100709055579
"NC_052532.1","Gnomon","gene",77305947,77321659,".","-",".","gene-LPCAT3","Name=LPCAT3","protein_coding","Dbxref=CGNC:10817,GeneID:418293",1506,12.66,13.5579,14.1587,13.4588666666667,3.75048502465584
"NC_052532.1","BestRefSeq%2CGnomon","gene",77328480,77337586,".","+",".","gene-C1S","Name=C1S","protein_coding","Dbxref=CGNC:10830,GeneID:418294",2106,28.7102,51.3818,53.627,44.573,5.47809816015626
"NC_052532.1","Gnomon","gene",77340916,77348374,".","-",".","gene-C1R","Name=C1R","protein_coding","Dbxref=CGNC:50728,GeneID:418295",2139,56.0245,85.7605,80.3362,74.0404,6.21024078421332
"NC_052532.1","BestRefSeq","gene",77352998,77354465,".","-",".","gene-RBP5","Name=RBP5","protein_coding","Dbxref=CGNC:10868,GeneID:418296",408,37.2167,34.4838,33.587,35.0958333333333,5.13322785515631
"NC_052532.1","Gnomon","gene",77354573,77370122,".","+",".","gene-CLSTN3","Name=CLSTN3","protein_coding","Dbxref=CGNC:10877,GeneID:418297",2874,3.64416,4.66125,3.46903,3.92481333333333,1.97262404012444
"NC_052532.1","Gnomon","gene",77370198,77379532,".","-",".","gene-LOC418298","Name=LOC418298","protein_coding","Dbxref=CGNC:50729,GeneID:418298",1248,6.76465,7.07872,5.60765,6.48367333333333,2.69681140543718
"NC_052532.1","BestRefSeq","gene",77382768,77393785,".","+",".","gene-PEX5","Name=PEX5","protein_coding","Dbxref=CGNC:10884,GeneID:418299",1938,11.1935,14.1485,11.5502,12.2974,3.62028141828846
"NC_052532.1","BestRefSeq","gene",77444993,77478565,".","+",".","gene-EPHA1","Name=EPHA1","protein_coding","Dbxref=CGNC:49118,GeneID:378782",2910,0.128454,0.064149,0.262596,0.151733,-2.72039320733271
"NC_052532.1","BestRefSeq%2CGnomon","gene",77483646,77495180,".","-",".","gene-ZYX","Name=ZYX","protein_coding","Dbxref=CGNC:10889,GeneID:418300",1659.59,7.5056,9.2122,10.0427,8.92016666666667,3.15707066607912
"NC_052532.1","Gnomon","gene",77494419,77543929,".","+",".","gene-FAM131B","Name=FAM131B","protein_coding","Dbxref=CGNC:10890,GeneID:768450",1134.69,0,0.479769,0,0.159923,-2.64455065388198
"NC_052532.1","BestRefSeq%2CGnomon","gene",77619616,77645620,".","-",".","gene-CASP2","Name=CASP2","protein_coding","Dbxref=CGNC:10898,GeneID:395857",1275,3.30146,3.2977,1.60976,2.73630666666667,1.45222992674655
"NC_052532.1","BestRefSeq%2CGnomon","gene",77645642,77701636,".","+",".","gene-RAP1GAP3","Name=RAP1GAP3","protein_coding","Dbxref=CGNC:55278,GeneID:395647",1530.52,2.43589,2.59459,2.02314,2.35120666666667,1.23340135475912
"NC_052532.1","Gnomon","gene",77647376,77652098,".","-",".","gene-TMEM139","Name=TMEM139","protein_coding","Dbxref=CGNC:67456,GeneID:101747965",657,0.694433,0,0.356813,0.350415333333333,-1.51286218969723
"NC_052532.1","BestRefSeq%2CGnomon","gene",77707171,77718693,".","-",".","gene-GSTK1","Name=GSTK1","protein_coding","Dbxref=CGNC:10904,GeneID:418302",673.077,114.455,108.229,111.652,111.445333333333,6.80019239616319
"NC_052532.1","Gnomon","gene",77722913,77750133,".","-",".","gene-LOC418303","Name=LOC418303","protein_coding","Dbxref=GeneID:418303",3158.4,0,0,0.066663,0.022221,-5.49193244673908
"NC_052532.1","Gnomon","gene",77821767,77846906,".","+",".","gene-KEL","Name=KEL","protein_coding","Dbxref=CGNC:10929,GeneID:418306",2157,1.32408,0.359642,0.270803,0.651508333333333,-0.618144462706715
"NC_052532.1","BestRefSeq%2CGnomon","gene",77946671,78020387,".","-",".","gene-EPHB6","Name=EPHB6","protein_coding","Dbxref=CGNC:50733,GeneID:418308",3003,0.869909,0.576092,0.524053,0.656684666666667,-0.606727325626059
"NC_052532.1","BestRefSeq","gene",78386950,78411520,".","+",".","gene-YBX3","Name=YBX3","protein_coding","Dbxref=CGNC:49776,GeneID:396371",876,67.5824,70.9096,68.0663,68.8527666666667,6.10544272130404
"NC_052532.1","Gnomon","gene",78419738,78444174,".","+",".","gene-STYK1","Name=STYK1","protein_coding","Dbxref=CGNC:10946,GeneID:418310",1284,1.87163,1.55792,1.1179,1.51581666666667,0.600095274561079
"NC_052532.1","Gnomon","gene",78459943,78469878,".","-",".","gene-GABARAPL1","Name=GABARAPL1","protein_coding","Dbxref=CGNC:10918,GeneID:769118",354,39.1884,34.0564,26.5177,33.2541666666667,5.05546321302675
"NC_052532.1","BestRefSeq","gene",78491889,78503185,".","-",".","gene-LOC769174","Name=LOC769174","protein_coding","Dbxref=CGNC:55042,GeneID:769174",702,0.319134,0.318809,0,0.212647666666667,-2.2334630701936
"NC_052532.1","Gnomon","gene",78564204,78568248,".","-",".","gene-LOC112530264","Name=LOC112530264","protein_coding","Dbxref=CGNC:84845,GeneID:112530264",480,1.59291,0.530513,2.73776,1.62039433333333,0.696344944909764
"NC_052532.1","BestRefSeq%2CGnomon","gene",78578655,78595596,".","-",".","gene-HSD3B1","Name=HSD3B1","protein_coding","Dbxref=CGNC:49605,GeneID:396015",1206,5.35817,6.34388,7.78401,6.49535333333333,2.69940800733333
"NC_052532.1","Gnomon","gene",78594642,78608257,".","-",".","gene-HAO2","Name=HAO2","protein_coding","Dbxref=CGNC:10951,GeneID:418311",1068,64.1012,52.6852,47.3366,54.7076666666667,5.77367111962238
"NC_052532.1","Gnomon","gene",78698590,78744302,".","+",".","gene-LOC101750690","Name=LOC101750690","protein_coding","Dbxref=CGNC:70135,GeneID:101750690",1029,2.00995,2.00773,2.26575,2.09447666666667,1.06658981207658
"NC_052532.1","Gnomon","gene",79061246,79153089,".","+",".","gene-SPAG17","Name=SPAG17","protein_coding","Dbxref=CGNC:10962,GeneID:418315",6423,0.08485,0.085646,0.145986,0.105494,-3.2447671472952
"NC_052532.1","BestRefSeq","gene",79154348,79175872,".","-",".","gene-WDR3","Name=WDR3","protein_coding","Dbxref=CGNC:10970,GeneID:427952",2820,4.38162,3.38171,3.6645,3.80927666666667,1.92951707423171
"NC_052532.1","Gnomon","gene",79175890,79197761,".","+",".","gene-GDAP2","Name=GDAP2","protein_coding","Dbxref=CGNC:10972,GeneID:425913",1488,2.90985,2.64226,3.11347,2.88852666666667,1.53033381359449
"NC_052532.1","BestRefSeq%2CGnomon","gene",79218204,79226629,".","-",".","gene-FAM46C","Name=FAM46C","protein_coding","Dbxref=CGNC:10749,GeneID:426544",1173,0,0,0.177011,0.0590036666666667,-4.0830515790723
"NC_052532.1","BestRefSeq","gene",79234046,79237955,".","+",".","gene-DUSP12","Name=DUSP12","protein_coding","Dbxref=CGNC:5349,GeneID:425349",930,2.94274,2.93955,4.40967,3.43065333333333,1.77848334928548
"NC_052532.1","BestRefSeq%2CGnomon","gene",79238412,79267018,".","-",".","gene-ATP6V1A","Name=ATP6V1A","protein_coding","Dbxref=CGNC:10976,GeneID:395821",1854,8.10643,7.88926,8.82369,8.27312666666667,3.04843267087149
"NC_052532.1","BestRefSeq%2CGnomon","gene",79267137,79288070,".","+",".","gene-NAA50","Name=NAA50","protein_coding","Dbxref=CGNC:10980,GeneID:418319",512.746,27.0823,28.4877,28.4371,28.0023666666667,4.80747685898523
"NC_052532.1","BestRefSeq%2CGnomon","gene",79289344,79319219,".","+",".","gene-USF3","Name=USF3","protein_coding","Dbxref=CGNC:10982,GeneID:418320",6702,2.73506,2.67758,2.46458,2.62574,1.39272406806583
"NC_052532.1","Gnomon","gene",79322488,79362966,".","-",".","gene-SIDT1","Name=SIDT1","protein_coding","Dbxref=CGNC:10986,GeneID:418321",2451,0.077015,0.461534,0.708651,0.415733333333333,-1.26626966757282
"NC_052532.1","Gnomon","gene",79368159,79401825,".","+",".","gene-SPICE1","Name=SPICE1","protein_coding","Dbxref=CGNC:10989,GeneID:418322",2587.18,1.59982,1.551,1.28177,1.47753,0.56318742340574
"NC_052532.1","Gnomon","gene",79399344,79419599,".","+",".","gene-TRIM45","Name=TRIM45","protein_coding","Dbxref=CGNC:55523,GeneID:769776",1596,1.22417,1.22274,0.876853,1.107921,0.14785501408427
"NC_052532.1","Gnomon","gene",79419887,79438006,".","+",".","gene-VTCN1","Name=VTCN1","protein_coding","Dbxref=CGNC:10992,GeneID:101752024",919.5,0,0.253245,0.260059,0.171101333333333,-2.54707709259427
"NC_052532.1","Gnomon","gene",79434596,79451195,".","-",".","gene-CTC1","Name=CTC1","protein_coding","Dbxref=CGNC:10994,GeneID:418324",3817.16,1.35401,1.4365,1.77654,1.52235,0.606300083686851
"NC_052532.1","BestRefSeq%2CGnomon","gene",79453628,79466552,".","+",".","gene-TNFRSF1A","Name=TNFRSF1A","protein_coding","Dbxref=CGNC:50736,GeneID:418325",1284,12.1656,11.0612,14.0759,12.4342333333333,3.63624565187555
"NC_052532.1","BestRefSeq","gene",79468206,79479158,".","+",".","gene-METTL16","Name=METTL16","protein_coding","Dbxref=CGNC:11059,GeneID:431184",1677,5.68112,4.74803,5.45672,5.29529,2.40470969651321
"NC_052532.1","Gnomon","gene",79479252,79536106,".","+",".","gene-POLQ","Name=POLQ","protein_coding","Dbxref=CGNC:11080,GeneID:418326",6773.51,0.348239,0.405957,0.174676,0.309624,-1.6914107909147
"NC_052532.1","Gnomon","gene",79540080,79731035,".","-",".","gene-STXBP5L","Name=STXBP5L","protein_coding","Dbxref=CGNC:11093,GeneID:418327",3384,0.383781,0.168013,0.286526,0.27944,-1.83938954704195
"NC_052532.1","Gnomon","gene",79773735,79826714,".","-",".","gene-GTF2E1","Name=GTF2E1","protein_coding","Dbxref=CGNC:11099,GeneID:418328",1326,5.71594,4.35717,5.08202,5.05171,2.33677182171246
"NC_052532.1","BestRefSeq","gene",79826889,79839846,".","+",".","gene-RABL3","Name=RABL3","protein_coding","Dbxref=CGNC:11101,GeneID:418329",711,7.53728,8.78452,9.03085,8.45088333333333,3.07910214778707
"NC_052532.1","Gnomon","gene",79852117,79870344,".","+",".","gene-HGD","Name=HGD","protein_coding","Dbxref=CGNC:50737,GeneID:418330",1320,159.352,145.277,112.068,138.899,7.11789240248327
"NC_052532.1","Gnomon","gene",79870660,79876502,".","-",".","gene-NDUFB4","Name=NDUFB4","protein_coding","Dbxref=CGNC:55666,GeneID:769954",408,272.02,265.052,294.586,277.219333333333,8.11488406460736
"NC_052532.1","BestRefSeq","gene",79921802,79965421,".","+",".","gene-FSTL1","Name=FSTL1","protein_coding","Dbxref=CGNC:11120,GeneID:395349",948,34.5207,35.5883,34.0289,34.7126333333333,5.11738890842142
"NC_052532.1","BestRefSeq","gene",79966933,79982054,".","+",".","gene-LRRC58","Name=LRRC58","protein_coding","Dbxref=CGNC:11122,GeneID:418332",1110,11.2308,12.1378,18.1071,13.8252333333333,3.78923192442526
"NC_052532.1","Gnomon","gene",79991530,80003403,".","+",".","gene-GPR156","Name=GPR156","protein_coding","Dbxref=CGNC:11123,GeneID:418333",2292,0.49632,0.908832,0.930392,0.778514666666667,-0.36120387597104
"NC_052532.1","Gnomon","gene",80020837,80162885,".","+",".","gene-GSK3A","Name=GSK3A","protein_coding","Dbxref=CGNC:11127,GeneID:418335",1263,6.03823,7.30112,5.36943,6.23626,2.64068107763339
"NC_052532.1","Gnomon","gene",80160953,80199613,".","-",".","gene-MAATS1","Name=MAATS1","protein_coding","Dbxref=CGNC:11130,GeneID:427953",2106,0,0.341462,0.09851,0.146657333333333,-2.76947888264611
"NC_052532.1","BestRefSeq","gene",80210788,80212668,".","+",".","gene-COX17","Name=COX17","protein_coding","Dbxref=CGNC:55845,GeneID:770190",204,70.1342,52.7018,68.5457,63.7939,5.99534657435577
"NC_052532.1","BestRefSeq","gene",80216383,80226195,".","+",".","gene-POPDC2","Name=POPDC2","protein_coding","Dbxref=CGNC:11138,GeneID:404229",1062,1.16254,0.774164,0.595596,0.8441,-0.244514170649224
"NC_052532.1","Gnomon","gene",80227621,80245002,".","-",".","gene-PLA1A","Name=PLA1A","protein_coding","Dbxref=CGNC:11145,GeneID:770199",1371,52.597,46.0238,33.6708,44.0972,5.46261514807697
"NC_052532.1","BestRefSeq%2CGnomon","gene",80302042,80326299,".","-",".","gene-ATP1A1","Name=ATP1A1","protein_coding","Dbxref=CGNC:49857,GeneID:396530",3066,31.7963,35.0367,39.9548,35.5959333333333,5.15364052442296
"NC_052532.1","Gnomon","gene",80369624,80391534,".","-",".","gene-MAB21L3","Name=MAB21L3","protein_coding","Dbxref=CGNC:11153,GeneID:770247",1092,0.375228,0.562214,0,0.312480666666667,-1.67816116260689
"NC_052532.1","Gnomon","gene",80388432,80432880,".","-",".","gene-SLC22A15","Name=SLC22A15","protein_coding","Dbxref=CGNC:11162,GeneID:418336",1470,1.07251,0.948751,0.850313,0.957191333333333,-0.063120760499067
"NC_052532.1","BestRefSeq","gene",80504417,80536556,".","+",".","gene-CASQ2","Name=CASQ2","protein_coding","Dbxref=CGNC:49209,GeneID:395198",1221,0.165107,0.16492,0.169085,0.166370666666667,-2.58752700506831
"NC_052532.1","Gnomon","gene",80545225,80584062,".","-",".","gene-VANGL1","Name=VANGL1","protein_coding","Dbxref=CGNC:11171,GeneID:418337",1569,3.99164,3.61322,2.55293,3.38593,1.75955214757001
"NC_052532.1","Gnomon","gene",80589340,80611890,".","-",".","gene-CHD1L","Name=CHD1L","protein_coding","Dbxref=CGNC:11184,GeneID:418338",2658,2.0494,2.11752,1.87831,2.01507666666667,1.01083472933174
"NC_052532.1","Gnomon","gene",80611203,80629403,".","+",".","gene-FAAHL","Name=FAAHL","protein_coding","Dbxref=CGNC:84303,GeneID:418339",1968,10.3273,8.36881,9.26715,9.32108666666667,3.22049815629838
"NC_052532.1","Gnomon","gene",80629938,80655217,".","-",".","gene-TMEM39A","Name=TMEM39A","protein_coding","Dbxref=CGNC:11212,GeneID:418340",1503.54,36.2185,28.0888,30.1905,31.4992666666667,4.97724633655774
"NC_052532.1","Gnomon","gene",80654288,80679011,".","+",".","gene-B4GALT4","Name=B4GALT4","protein_coding","Dbxref=CGNC:11208,GeneID:418341",1068,14.8222,10.5755,13.2148,12.8708333333333,3.68603356001912
"NC_052532.1","Gnomon","gene",80680036,80694471,".","-",".","gene-B4GALTL","Name=B4GALTL","protein_coding","Dbxref=CGNC:15822,GeneID:418342",1029,3.21592,3.21236,3.50161,3.30996333333333,1.72681523542791
"NC_052532.1","BestRefSeq%2CGnomon","gene",80696474,80723945,".","-",".","gene-B3GAT1L","Name=B3GAT1L","protein_coding","Dbxref=GeneID:408180",1035,0.199639,0,0,0.0665463333333333,-3.90949701315745
"NC_052532.1","BestRefSeq","gene",80769012,80822426,".","+",".","gene-ARHGAP31","Name=ARHGAP31","protein_coding","Dbxref=CGNC:50741,GeneID:418344",4464,5.13926,5.09189,4.49465,4.9086,2.29531160680813
"NC_052532.1","BestRefSeq%2CGnomon","gene",81306686,82272044,".","+",".","gene-LSAMP","Name=LSAMP","protein_coding","Dbxref=CGNC:49431,GeneID:395687",1005,0.619826,0.619143,0.211752,0.483573666666667,-1.04819241110224
"NC_052532.1","Gnomon","gene",82512258,82989886,".","+",".","gene-ZBTB20","Name=ZBTB20","protein_coding","Dbxref=CGNC:11230,GeneID:100859265",2040,2.718,2.09262,1.91705,2.24255666666667,1.16514444074591
"NC_052532.1","Gnomon","gene",83009355,83022454,".","+",".","gene-DRD3","Name=DRD3","protein_coding","Dbxref=CGNC:11247,GeneID:770757",1278,0.940775,0.469852,1.44493,0.951852333333333,-0.0711903180892179
"NC_052532.1","BestRefSeq%2CGnomon","gene",83036947,83049132,".","-",".","gene-QTRT2","Name=QTRT2","protein_coding","Dbxref=CGNC:11250,GeneID:418351",1278,6.27183,6.75243,7.07976,6.70134,2.74444960572853
"NC_052532.1","Gnomon","gene",83049185,83072281,".","+",".","gene-CCDC191","Name=CCDC191","protein_coding","Dbxref=CGNC:11251,GeneID:418352",2466,0.918201,0.9171,1.01698,0.950760333333333,-0.0728463810233522
"NC_052532.1","BestRefSeq%2CGnomon","gene",83050106,83079487,".","-",".","gene-ZDHHC23","Name=ZDHHC23","protein_coding","Dbxref=CGNC:11253,GeneID:418353",1152,0.529284,0.627912,1.3377,0.831632,-0.265982822798473
"NC_052532.1","Gnomon","gene",83080338,83132090,".","-",".","gene-GRAMD1C","Name=GRAMD1C","protein_coding","Dbxref=CGNC:11256,GeneID:418354",1883.49,14.0987,15.9356,14.848,14.9607666666667,3.90311220312476
"NC_052532.1","Gnomon","gene",83145672,83157381,".","-",".","gene-PLA2G10L","Name=PLA2G10L","protein_coding","Dbxref=CGNC:50743,GeneID:418356",477,0,2.14127,0.55256,0.897943333333333,-0.155303691456041
"NC_052532.1","BestRefSeq%2CGnomon","gene",83432670,83441958,".","-",".","gene-CLDND1","Name=CLDND1","protein_coding","Dbxref=CGNC:66314,GeneID:418357",756,10.4723,13.3674,11.9448,11.9281666666667,3.57630041586193
"NC_052532.1","Gnomon","gene",83464302,83484912,".","-",".","gene-ILDR1","Name=ILDR1","protein_coding","Dbxref=CGNC:11262,GeneID:418358",1662,6.90821,6.43232,5.51082,6.28378333333333,2.65163343694744
"NC_052532.1","Gnomon","gene",83485891,83530215,".","+",".","gene-CFAP44","Name=CFAP44","protein_coding","Dbxref=CGNC:13793,GeneID:418359",5607,0.617676,0.519507,0.697394,0.611525666666667,-0.709515042748568
"NC_052532.1","Gnomon","gene",83531379,83575729,".","-",".","gene-BOC","Name=BOC","protein_coding","Dbxref=CGNC:11276,GeneID:418361",3509.94,1.26656,0.72668,1.14393,1.04572333333333,0.0645012087318573
"NC_052532.1","Gnomon","gene",83649917,83655972,".","+",".","gene-NEPRO","Name=NEPRO","protein_coding","Dbxref=CGNC:50747,GeneID:418364",1371,2.60812,1.42028,1.09475,1.70771666666667,0.772068632158197
"NC_052532.1","BestRefSeq","gene",83656384,83658705,".","-",".","gene-TAF13","Name=TAF13","protein_coding","Dbxref=CGNC:50748,GeneID:418365",375,19.3495,23.9773,28.0648,23.7972,4.57271992960741
"NC_052532.1","Gnomon","gene",83659776,83664295,".","-",".","gene-GTPBP8","Name=GTPBP8","protein_coding","Dbxref=CGNC:11302,GeneID:418366",843,5.09213,3.81502,3.1342,4.01378333333333,2.00496274117434
"NC_052532.1","BestRefSeq%2CGnomon","gene",83665828,83716975,".","+",".","gene-CD200R1A","Name=CD200R1A","protein_coding","Dbxref=GeneID:768673",921,2.29244,0.914977,2.34794,1.85178566666667,0.888917124769061
"NC_052532.1","BestRefSeq%2CGnomon","gene",83793489,83817461,".","+",".","gene-CCDC80","Name=CCDC80","protein_coding","Dbxref=CGNC:11305,GeneID:395074",2877,14.2356,4.99917,11.694,10.30959,3.36591505448685
"NC_052532.1","Gnomon","gene",83820807,83832997,".","-",".","gene-SLC35A5","Name=SLC35A5","protein_coding","Dbxref=CGNC:11308,GeneID:418368",1296,3.08685,4.77915,3.95072,3.93890666666667,1.97779523235372
"NC_052532.1","BestRefSeq","gene",83833220,83856742,".","+",".","gene-ATG3","Name=ATG3","protein_coding","Dbxref=CGNC:11313,GeneID:418369",942,16.2756,15.1443,20.5718,17.3305666666667,4.11524692271632
"NC_052532.1","Gnomon","gene",83859181,83899822,".","+",".","gene-F5","Name=F5","protein_coding","Dbxref=CGNC:11315,GeneID:374052",5531.11,154.947,139.499,153.333,149.259666666667,7.22168055912377
"NC_052532.1","Gnomon","gene",83910570,83923189,".","+",".","gene-SLC19A2","Name=SLC19A2","protein_coding","Dbxref=CGNC:11324,GeneID:427957",1452,18.2121,24.7072,21.5618,21.4937,4.42584194955517
"NC_052532.1","Gnomon","gene",83924301,83935636,".","+",".","gene-CCDC181","Name=CCDC181","protein_coding","Dbxref=CGNC:11327,GeneID:418370",1581,0.123696,0.247104,0,0.1236,-3.01624935164508
"NC_052532.1","Gnomon","gene",83935417,83942122,".","-",".","gene-BLZF1","Name=BLZF1","protein_coding","Dbxref=CGNC:11329,GeneID:418371",1194,2.20167,2.19919,3.64253,2.68113,1.4228411729976
"NC_052532.1","Gnomon","gene",83942153,84030247,".","+",".","gene-NME7","Name=NME7","protein_coding","Dbxref=CGNC:66075,GeneID:100858145",1131,2.16226,3.2147,3.13789,2.83828333333333,1.50501861448363
"NC_052532.1","BestRefSeq","gene",84030061,84044055,".","-",".","gene-ATP1B1","Name=ATP1B1","protein_coding","Dbxref=CGNC:11333,GeneID:396529",918,19.3101,24.8003,24.5138,22.8747333333333,4.51568301988317
"NC_052532.1","Gnomon","gene",84165491,84192671,".","+",".","gene-DPT","Name=DPT","protein_coding","Dbxref=CGNC:13791,GeneID:768904",600,1.17228,0.780758,0.803771,0.918936333333333,-0.12196318415224
"NC_052532.1","BestRefSeq","gene",84252158,84256553,".","+",".","gene-XCL1","Name=XCL1","protein_coding","Dbxref=CGNC:49547,GeneID:395914",294,0,0,1.24881,0.41627,-1.26440850568808
"NC_052532.1","BestRefSeq%2CGnomon","gene",84338949,84362599,".","-",".","gene-TBX19","Name=TBX19","protein_coding","Dbxref=CGNC:49480,GeneID:395793",1194,0.16936,0,0.173454,0.114271333333333,-3.12946456749374
"NC_052532.1","Gnomon","gene",84358917,84369430,".","-",".","gene-SFT2D2","Name=SFT2D2","protein_coding","Dbxref=CGNC:13790,GeneID:418373",483,29.9962,36.2798,28.217,31.4976666666667,4.97717305324239
